document_id,standard_id,standard_number,search_text
DOC-31DE370A379FB808,MSV1-31DE370A379FB808,IS 302 (Part 2/Sec 98):2026,"Standard Number: IS 302 (Part 2/Sec 98):2026
Title: Household and Similar Electrical Appliances — Safety Part 2 Particular Requirements Section 98 Humidifiers
Type: Safety Standard
Degree of Equivalence: Identical under dual numbering"
DOC-A272A6B335D6C75B,MSV1-A272A6B335D6C75B,IS 19762:2026,"Standard Number: IS 19762:2026
Title: Interconnection and Interoperability of Inverter-Based Resources (IBRs) Interconnecting with Associated Transmission Electric Power Systems
Type: Code of Practice
Degree of Equivalence: Modified/Technically Equivalent"
DOC-E58C9523625C8DB7,MSV1-E58C9523625C8DB7,IS 17017 (Part 23):2026,"Standard Number: IS 17017 (Part 23):2026
Title: ELECTRIC VEHICLE CONDUCTIVE CHARGING SYSTEM PART 23: DC ELECTRIC VEHICLE SUPPLY EQUIPMENT First Revision
Type: Product Specification
Degree of Equivalence: Modified/Technically Equivalent"
DOC-7C9255AA2DA813CB,MSV1-7C9255AA2DA813CB,IS 13940:2026,"Standard Number: IS 13940:2026
Title: Cardiovascular Surgery Instruments — Bulldog Clamp, DeBakey Pattern —Specification ( First Revision )
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-DE67857A5AA29730,MSV1-DE67857A5AA29730,IS/ISO/IEC 5218:2022,"Standard Number: IS/ISO/IEC 5218:2022
Title: Information Technology Codes for the Representation of Human Sexes First Revision
Type: Code of Practice
Degree of Equivalence: Identical under single numbering"
DOC-F8AE740159F945BD,MSV1-F8AE740159F945BD,IS 10680 (Part 1):2026,"Standard Number: IS 10680 (Part 1):2026
Title: Programming languages Fortran Part 1: Base language Second Revision
Type: Others
Degree of Equivalence: Identical under dual numbering"
DOC-F0B2BE9C15DF3DEF,MSV1-F0B2BE9C15DF3DEF,IS 14943 (Part 1):2026,"Standard Number: IS 14943 (Part 1):2026
Title: Financial-Transaction-Card-Originated Messages — Interchange Message Specifications
Type: Service Specification
Degree of Equivalence: Identical under dual numbering"
DOC-4F6822532A7855A7,MSV1-4F6822532A7855A7,IS/ISO 56001:2024,"Standard Number: IS/ISO 56001:2024
Title: Innovation Management System — Requirements
Type: Others
Degree of Equivalence: Identical under single numbering"
DOC-55C19B284F89F3CC,MSV1-55C19B284F89F3CC,IS 19814:2026,"Standard Number: IS 19814:2026
Title: Surgical Instruments - Scalpel Handle
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-4D453E0ABEF71EAC,MSV1-4D453E0ABEF71EAC,IS 19815:2026,"Standard Number: IS 19815:2026
Title: Surgical Instruments - Scalpel Blade
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-9EC291E6A78CC274,MSV1-9EC291E6A78CC274,IS 19811:2026,"Standard Number: IS 19811:2026
Title: Surgical Instruments - Disposable Scalpel
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-C395702C2F0790E3,MSV1-C395702C2F0790E3,IS 19863 (Part 1):2026,"Standard Number: IS 19863 (Part 1):2026
Title: Financial services -Financial information eXchange session layer -Part 1: FIX tagvalue encoding
Type: Service Specification
Degree of Equivalence: Identical under dual numbering"
DOC-07FA5BBFD5BF4BDD,MSV1-07FA5BBFD5BF4BDD,IS 19863 (Part 2):2026,"Standard Number: IS 19863 (Part 2):2026
Title: Financial services -Financial information eXchange session layer -Part 2: FIX session layer
Type: Service Specification
Degree of Equivalence: Identical under dual numbering"
DOC-05FC10FBF6167552,MSV1-05FC10FBF6167552,IS 19863 (Part 3):2026,"Standard Number: IS 19863 (Part 3):2026
Title: Financial services -Financial information eXchange session layer -Part 3: FIX session layer test cases
Type: Service Specification
Degree of Equivalence: Identical under dual numbering"
DOC-B2CC836DA84D217D,MSV1-B2CC836DA84D217D,IS 1622:2026,"Standard Number: IS 1622:2026
Title: Methods of Sampling and Microbiological Examination of Water and Wastewater (Second Revision)
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-970DCFD26B6F6889,MSV1-970DCFD26B6F6889,IS/ISO 8573 (Part 5):2026,"Standard Number: IS/ISO 8573 (Part 5):2026
Title: Compressed Air Part 5 Test Methods for Oil Vapour and Organic Solvent Content ( First Revision )
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-6574984A1544326D,MSV1-6574984A1544326D,IS 16264:2026,"Standard Number: IS 16264:2026
Title: Gas Analysis — Comparison Methods for Determining and Checking the Composition of Calibration Gas Mixtures ( First Revision )
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-A6F75043795261A6,MSV1-A6F75043795261A6,IS 16252:2026,"Standard Number: IS 16252:2026
Title: Gas Analysis — Conversion of Gas Mixture Composition Data ( First Revision )
Type: Code of Practice
Degree of Equivalence: Identical under dual numbering"
DOC-F330FA1D4B0316D3,MSV1-F330FA1D4B0316D3,IS 5760:2026,"Standard Number: IS 5760:2026
Title: Argon, Compressed and Liquid - Specification (Third Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-32CCDC9483073D23,MSV1-32CCDC9483073D23,IS 15583:2026,"Standard Number: IS 15583:2026
Title: Compressed Helium Gas - Specification (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-4971086D304AD9F8,MSV1-4971086D304AD9F8,IS 17274 (Part 11):2026,"Standard Number: IS 17274 (Part 11):2026
Title: Respiratory Protective Devices - Methods of Test and Test Equipment : Part 11 Determination of Field of Vision (First Revision)
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-30BD38FB77E4063B,MSV1-30BD38FB77E4063B,IS 19872:2026,"Standard Number: IS 19872:2026
Title: Gas analysis — Preparation of calibration gas mixtures — Part 2 Gravimetric method for Class II mixtures
Type: Code of Practice
Degree of Equivalence: Identical under dual numbering"
DOC-351334F4825A512F,MSV1-351334F4825A512F,IS 19875:2026,"Standard Number: IS 19875:2026
Title: Gas analysis — Comparison methods for the determination of the composition of gas mixtures based on one- and two-point calibration
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-C63CACDA59C7FFFE,MSV1-C63CACDA59C7FFFE,IS 19869:2026,"Standard Number: IS 19869:2026
Title: Gas mixtures — Gravimetric preparation — Mastering correlations in composition
Type: Code of Practice
Degree of Equivalence: Identical under dual numbering"
DOC-5C6AD0791B914EDD,MSV1-5C6AD0791B914EDD,IS 19873:2026,"Standard Number: IS 19873:2026
Title: Gas analysis — Analytical methods for hydrogen fuel — Proton exchange membrane (PEM) fuel cell applications for road vehicles
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-CD2C0FD60BB29751,MSV1-CD2C0FD60BB29751,IS 19874:2026,"Standard Number: IS 19874:2026
Title: Gas analysis — Sampling guidelines
Type: Code of Practice
Degree of Equivalence: Identical under dual numbering"
DOC-C29F6D71616D5AF5,MSV1-C29F6D71616D5AF5,IS 19870:2026,"Standard Number: IS 19870:2026
Title: Gas analysis — Purity analysis and the treatment of purity data
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-3B7AE8EA1EE01995,MSV1-3B7AE8EA1EE01995,IS 19871:2026,"Standard Number: IS 19871:2026
Title: Gas analysis — General quality aspects and metrological traceability of calibration gas mixtures
Type: Code of Practice
Degree of Equivalence: Identical under dual numbering"
DOC-8DA8C9CE7C52D024,MSV1-8DA8C9CE7C52D024,IS 5870:2026,"Standard Number: IS 5870:2026
Title: Glass Enclosures for Internal Lighting of Passenger Coaches — Specification (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-D7DC7D9EF56657D0,MSV1-D7DC7D9EF56657D0,IS 5681:2026,"Standard Number: IS 5681:2026
Title: GENERAL METEOROLOGICAL LIQUID IN-GLASS THERMOMETERS — SPECIFICATION (Third Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-54BE620E17C32F33,MSV1-54BE620E17C32F33,IS 8697:2026,"Standard Number: IS 8697:2026
Title: Export Packaging of Glass Container Ware - Code of practice (First Revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-F5381FB562A81827,MSV1-F5381FB562A81827,IS 8787:2026,"Standard Number: IS 8787:2026
Title: Principles of design construction and Use of liquid-In-Glass Thermometers (Second Revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-C2A1537F20395513,MSV1-C2A1537F20395513,IS 7219:2026,"Standard Number: IS 7219:2026
Title: Determination of Protein by Kjeldahl Method in Foods and Feeds —Methods of Test
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-80B26619E5F31557,MSV1-80B26619E5F31557,IS 8751 (Part 2):2026,"Standard Number: IS 8751 (Part 2):2026
Title: Footwear Sizes in Mondopoint System Part 2 Length Grading (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-ACF95066F94D6435,MSV1-ACF95066F94D6435,IS 19857:2026,"Standard Number: IS 19857:2026
Title: Preparation of Kuṭinīr Tablet (Decoction tablet) – Code of Practice
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-06BEF344E49B7CD0,MSV1-06BEF344E49B7CD0,IS 19856:2026,"Standard Number: IS 19856:2026
Title: Preparation of Cūraṇam tablet (Medicinal Powder tablet) - Code of Practice
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-B6EE9EEFF75C4216,MSV1-B6EE9EEFF75C4216,IS 19834:2026,"Standard Number: IS 19834:2026
Title: Enterprise Architecture (EA) Security – Code of Practice
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-57D6835421F7AD08,MSV1-57D6835421F7AD08,IS 19835:2026,"Standard Number: IS 19835:2026
Title: Zero Trust Architecture (ZTA) - Implementation Framework
Type: System Standard
Degree of Equivalence: Indigenous"
DOC-9B108F9A928BB368,MSV1-9B108F9A928BB368,IS/ISO/IEC 8663:2025,"Standard Number: IS/ISO/IEC 8663:2025
Title: Information Technology - Brain-Computer Interfaces - Vocabulary
Type: Terminology
Degree of Equivalence: Identical under single numbering"
DOC-EA256D74D020A692,MSV1-EA256D74D020A692,IS/ISO/IEC 27031:2025,"Standard Number: IS/ISO/IEC 27031:2025
Title: Cybersecurity — Information and communication technology readiness for business continuity
Type: Others
Degree of Equivalence: Identical under single numbering"
DOC-BDC3F6277CFB5DE7,MSV1-BDC3F6277CFB5DE7,IS 16500:2026,"Standard Number: IS 16500:2026
Title: Devanagari Script and Hindi Spellings (First Revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-ABB22359B2C8EE81,MSV1-ABB22359B2C8EE81,IS/ISO/IEC 19896 (Part 1):2025,"Standard Number: IS/ISO/IEC 19896 (Part 1):2025
Title: Information Security, Cybersecurity and Privacy Protection — Requirements for the Competence of IT Security Conformance Assessment Body Personnel Part 1 Overview and Concepts (First Revision )
Type: Others
Degree of Equivalence: Identical under single numbering"
DOC-FDC490D362DA9389,MSV1-FDC490D362DA9389,IS/ISO/IEC 19896 (Part 3):2025,"Standard Number: IS/ISO/IEC 19896 (Part 3):2025
Title: Information Security, Cybersecurity and Privacy Protection — Requirements for the Competence of IT Security Conformance Assessment Body Personnel Part 3 Knowledge and Skills Requirements for Evaluators and Reviewers According to the ISO/IEC 15408 Series and ISO/IEC 18045 ( First Revision )
Type: Others
Degree of Equivalence: Identical under single numbering"
DOC-62608CE1EDD2F938,MSV1-62608CE1EDD2F938,IS/ISO/IEC 27018:2025,"Standard Number: IS/ISO/IEC 27018:2025
Title: Information Security, Cybersecurity and Privacy Protection — Guidelines for Protection of Personally Identifiable Information (PII) in Public Clouds Acting as PII Processors ( First Revision )
Type: Others
Degree of Equivalence: Identical under single numbering"
DOC-9987B09C822D494D,MSV1-9987B09C822D494D,IS 14990 (Part 5):2026,"Standard Number: IS 14990 (Part 5):2026
Title: Information Security, Cybersecurity and Privacy Protection - Evaluation Criteria for IT Security Part 5: Pre-defined Packages of Security Requirements
Type: Others
Degree of Equivalence: Identical under dual numbering"
DOC-E198DC907C72DF2C,MSV1-E198DC907C72DF2C,IS 19751 (Part 1):2026,"Standard Number: IS 19751 (Part 1):2026
Title: Railway infrastructure — Rail fastening systems: Part 1 Vocabulary
Type: Terminology
Degree of Equivalence: Identical under dual numbering"
DOC-51401E3EF8BDCDD9,MSV1-51401E3EF8BDCDD9,IS 19751 (Part 2):2026,"Standard Number: IS 19751 (Part 2):2026
Title: Railway infrastructure — Rail fastening systems: Part 2 Test method for longitudinal rail restraint
Type: Product Specification
Degree of Equivalence: Identical under dual numbering"
DOC-B6B1EABBF5EA66B5,MSV1-B6B1EABBF5EA66B5,IS 19751 (Part 3):2026,"Standard Number: IS 19751 (Part 3):2026
Title: Railway infrastructure — Rail fastening systems: Part 3 Proof load test method for pull-out resistance
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-5A29EB1E2FA03E87,MSV1-5A29EB1E2FA03E87,IS 19751 (Part 4):2026,"Standard Number: IS 19751 (Part 4):2026
Title: Railway infrastructure — Rail fastening systems: Part 4 Test methods for resistance to repeated loading
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-6457A583CCDE567B,MSV1-6457A583CCDE567B,IS 19751 (Part 5):2026,"Standard Number: IS 19751 (Part 5):2026
Title: Railway infrastructure — Rail fastening systems: Part 5 Test method for electrical resistance
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-31F47BDE1FCD3153,MSV1-31F47BDE1FCD3153,IS 19751 (Part 6):2026,"Standard Number: IS 19751 (Part 6):2026
Title: Railway infrastructure — Rail fastening systems: Part 6 Test method for resistance to severe environmental conditions
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-4C3205A4DE389B0B,MSV1-4C3205A4DE389B0B,IS 19751 (Part 7):2026,"Standard Number: IS 19751 (Part 7):2026
Title: Railway infrastructure — Rail fastening systems: Part 7 Test method for clamping force and uplift stiffness
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-16BCFA28DF39AC06,MSV1-16BCFA28DF39AC06,IS 19751 (Part 8):2026,"Standard Number: IS 19751 (Part 8):2026
Title: Railway infrastructure — Rail fastening systems: Part 8 Test method for vertical stiffness
Type: Methods of Tests
Degree of Equivalence: Identical under dual numbering"
DOC-668D485AA73DDB82,MSV1-668D485AA73DDB82,IS 1459:2026,"Standard Number: IS 1459:2026
Title: KEROSENE SPECIFICATION
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-B2B9F9C290A80FAE,MSV1-B2B9F9C290A80FAE,IS 5508 (Part 18):2026,"Standard Number: IS 5508 (Part 18):2026
Title: BENZENE - SPECIFICATION
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-E9609669F0C94312,MSV1-E9609669F0C94312,IS 3608 (Part 2):2026,"Standard Number: IS 3608 (Part 2):2026
Title: GLASS ALCOHOLOMETERS SPECIFICATION PART 2 GLASS ALCOHOLOMETERS WITH THERMOMETER THERMO-ALCOHOLOMETERS (Second Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-85B77D77E91620F9,MSV1-85B77D77E91620F9,IS 10226 (Part 2):2026,"Standard Number: IS 10226 (Part 2):2026
Title: DETERMINATION OF CRUDE FIBRE CONTENT IN FOOD PRODUCTS METHOD OF TEST PART II MODIFIED SCHARRER METHOD
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-E82F324C886068BE,MSV1-E82F324C886068BE,IS 10226 (Part 1):2026,"Standard Number: IS 10226 (Part 1):2026
Title: DETERMINATION OF CRUDE FIBRE CONTENT IN FOOD PRODUCTS METHOD OF TEST PART 1 GENERAL METHOD (First Revision)
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-3A23B16CB0138F65,MSV1-3A23B16CB0138F65,IS 12435:2026,"Standard Number: IS 12435:2026
Title: Grading of Hides and Skins on the basis of Mass and Size — Guidelines (First Revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-4DD5E835BE1CBC88,MSV1-4DD5E835BE1CBC88,IS 1017:2026,"Standard Number: IS 1017:2026
Title: Chamois Leather - Specification (Third Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-A804138002226807,MSV1-A804138002226807,IS 19877T:2026,"Standard Number: IS 19877T:2026
Title: Assessment of Potential Biodegradability of Plastics Under Controlled Laboratory Conditions
Type: Others
Degree of Equivalence: Indigenous"
DOC-FB8BCBD045328B17,MSV1-FB8BCBD045328B17,IS 302 (Part 2/Sec 99):2026,"Standard Number: IS 302 (Part 2/Sec 99):2026
Title: Household and Similar Electrical Appliances — Safety Part 2 Particular Requirements Section 99 Commercial Electric Hoods
Type: Safety Standard
Degree of Equivalence: Identical under dual numbering"
DOC-77C37A240892FBD0,MSV1-77C37A240892FBD0,IS 19465:2025,"Standard Number: IS 19465:2025
Title: TIME-DELAY SWITCHES TDS FOR HOUSEHOLD AND SIMILAR FIXED ELECTRICAL INSTALLATIONS - PARTICULAR REQUIREMENTS
Type: Product Specification
Degree of Equivalence: Modified/Technically Equivalent"
DOC-D04449759384997F,MSV1-D04449759384997F,IS/IEC 60136:2024,"Standard Number: IS/IEC 60136:2024
Title: Dimensions marking and testing of carbon brushes and dimensions of brush-holders for electrical machinery
Type: Code of Practice
Degree of Equivalence: Identical under single numbering"
